2024-01-12 at 14:45:59 | INFO | Creating the Mismatch Database
2024-01-12 at 14:47:57 | INFO | Created: pan-ebola-1000-0.005/work/mismatch.db
2024-01-12 at 14:48:07 | INFO | Read in MSA: all-ebola.align	seqs:2752	cols:21142
2024-01-12 at 15:02:55 | DEBUG | FKmer: 18	WalksOut
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15261	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15262	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15263	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15264	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15265	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15266	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15267	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15268	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15269	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15270	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15271: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15272: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15273: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15274	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15275: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15276	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15277	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15278: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15279: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15280	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15281: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15282: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15283: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15284: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15285: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15286	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15287	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15288	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15289: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15290: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15291: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15292: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15293	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15294	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15295	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15296	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15297	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15298	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15299	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15300	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15301	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15302	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15303	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15304	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15305	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15306	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15307	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15308	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15309	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15310	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15311	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15312	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15313	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15314	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15315	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15316	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15317	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15318	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15319	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15320	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15321	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15322	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15323	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15324	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15325	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15326	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15327	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15328	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15329	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15330	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15331: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15332: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15333	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15334	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15335: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15336: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15337: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15338: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15339: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15340	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15341	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15342	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15343	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15344	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15345	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15346	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15347	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15348	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15349	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15350	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15351	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15352	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15353	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15354	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15355	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15356	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15357	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15358	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15359	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15360	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15361	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15362	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15363	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15364	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15365	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15366	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15367	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15368	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15369: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15370: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15371: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15372: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15373: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15374: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15375: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15376: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15377: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15378: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15379: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15380: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15381: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15382: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15383	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15384	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15385	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15386	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15387	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15388	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15389: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15390: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15391: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15392: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15393	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15394: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15395	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15396	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15397	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15398	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15399	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15400	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15401	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15402	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15403	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15404	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15405	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15406	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15407	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15408	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15409	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15410	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15411	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15412	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15413	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15414	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15415	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15416	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15417	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15418: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15419	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15420: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15421: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15422: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15423: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15424: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15425: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15426: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15427: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15428: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15429: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15430: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15431: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15432: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15433: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15434: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15435: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15436: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15437	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15438	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15439	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15440	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15441	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15442	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15443	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15444	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15445	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15446	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15447	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15448	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15449	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15450	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15451	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15452	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15453: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15454	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15455: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15456	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15457: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15458	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15459	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15460	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15461	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15462	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15463	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15464	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15465	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15466	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15467	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15468	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15469	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15470	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15471	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15472	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15473	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15474	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15475	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15476	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15477	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15478	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15479	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15480	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15481	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15482	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15483	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15484: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15485: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15486	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15487	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15488	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15489	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15490	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15491	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15492	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15493	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15494: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15495	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15496: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15497: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15498: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15499	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15500	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15501	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15502	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15503	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15504	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15505	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15506	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15507	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15508	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15509	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15510	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15511	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15512	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15513	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15514	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15515	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15516	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15517	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15518	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15519	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15520	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15521	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15522	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15523	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15524	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15525	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15526	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15527	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15528	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15529	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15530	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15531	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15532	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15533	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15534	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15535	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15536	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15537	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15538	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15539	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15540	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15541	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15542	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15543	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15544	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15545	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15546	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15547	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15548	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15549	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15550	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15551	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15552	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15553	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15554	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15555	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15556	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15557	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15558	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15559	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15560	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15561	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15562	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15563	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15564	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15565: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15566: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15567	DimerFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15568: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15569	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15570	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15571	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15572	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15573	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15574	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15575	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15576	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15577	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15578	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15579	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15580	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15581	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15582	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15583	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15584	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15585	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15586	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15587	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15588	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15589: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15590: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15591	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15592: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15593	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15594	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15595	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15596	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15597	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15598	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15599	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15600	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15601	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15602: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15603: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15604: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15605: AllPass
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15606	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15607	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15608	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15609	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15610	HairpinFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15611	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15612	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15613	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15614	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15615	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15616	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15617	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15618	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15619	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15620	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15621	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15622	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15623	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15624	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15625	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15626	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15627	ThermoFail
2024-01-12 at 15:02:57 | DEBUG | RKmer: 15628	ThermoFail
